11
1 8.90000 0.25000
3 10.60000 0.25000 
10 12.64400 0.25000 
15 13.00000 0.25000 
22 13.46200 0.25000 
28 13.73200 0.25000 
37 14.00500 0.25000 
38 14.02400 0.25000 
39 14.04500 0.25000 
40 14.12000 0.25000 
46 14.57000 0.25000 
