2014-06-30 22:06:17,681 INFO           anuga.utilities.log:0   |Logfile is './anuga.log' with logging level of INFO, console logging level is CRITICAL
2014-06-30 22:06:18,527 CRITICAL            neighbour_mesh:168 |Mesh: Building boundary dictionary
2014-06-30 22:06:18,528 CRITICAL            neighbour_mesh:175 |Mesh: Building tagged elements dictionary
2014-06-30 22:06:18,528 CRITICAL            neighbour_mesh:193 |Mesh: Done
2014-06-30 22:06:18,528 INFO                neighbour_mesh:194 |#@# finishMesh, '2014-06-30 22:06:18'
2014-06-30 22:06:18,528 INFO                neighbour_mesh:195 |Resource usage: memory=813.6MB resident=76.3MB stacksize=0.1MB
2014-06-30 22:06:18,528 INFO                neighbour_mesh:195 |#@# sys_platform, linux2
2014-06-30 22:06:18,528 INFO                neighbour_mesh:195 |#@# finishMesh_memory, 813.55859375
2014-06-30 22:06:18,529 INFO                neighbour_mesh:195 |#@# finishMesh_resident, 76.34765625
2014-06-30 22:06:18,529 INFO                neighbour_mesh:195 |#@# finishMesh_stacksize, 0.13671875
2014-06-30 22:06:18,529 CRITICAL            generic_domain:109 |Domain: Expose mesh attributes
2014-06-30 22:06:18,529 CRITICAL            generic_domain:144 |Domain: Expose quantity names and types
2014-06-30 22:06:18,529 CRITICAL            generic_domain:170 |Domain: Build Quantities
2014-06-30 22:06:18,530 CRITICAL            generic_domain:213 |Domain: Set up communication buffers 
2014-06-30 22:06:18,530 CRITICAL            generic_domain:228 |Domain: Set up triangle/node full flags 
2014-06-30 22:06:18,530 CRITICAL            generic_domain:281 |Domain: Set defaults
2014-06-30 22:06:18,530 CRITICAL            generic_domain:336 |Domain: Set work arrays
2014-06-30 22:06:18,530 CRITICAL            generic_domain:352 |Domain: Initialising quantity values
2014-06-30 22:06:18,531 CRITICAL            generic_domain:355 |Domain: Done
2014-06-30 22:06:18,632 CRITICAL            generic_domain:76  |Domain: Initialising
2014-06-30 22:06:18,632 CRITICAL              pmesh2domain:93  |Pmesh_to_Domain: Initialising
2014-06-30 22:06:18,633 CRITICAL              pmesh2domain:103 |Pmesh_to_Domain: Done
2014-06-30 22:06:18,633 CRITICAL              general_mesh:85  |General_mesh: Building basic mesh structure
2014-06-30 22:06:18,633 INFO                  general_mesh:92  |#@# numTriangles, 12
2014-06-30 22:06:18,633 CRITICAL              general_mesh:147 |General_mesh: Computing areas, normals, edgelengths, centroids and radii
2014-06-30 22:06:18,634 CRITICAL              general_mesh:372 |General Mesh: Building inverted triangle structure
2014-06-30 22:06:18,634 INFO                  general_mesh:375 |#@# aoi, '3.0'
2014-06-30 22:06:18,634 CRITICAL            neighbour_mesh:90  |Mesh: Initialising
2014-06-30 22:06:18,635 CRITICAL            neighbour_mesh:160 |Mesh: Building neigbour structure
2014-06-30 22:06:18,635 CRITICAL            neighbour_mesh:164 |Mesh: Building surrogate neigbour structure
2014-06-30 22:06:18,635 CRITICAL            neighbour_mesh:168 |Mesh: Building boundary dictionary
2014-06-30 22:06:18,635 CRITICAL            neighbour_mesh:175 |Mesh: Building tagged elements dictionary
2014-06-30 22:06:18,635 CRITICAL            neighbour_mesh:193 |Mesh: Done
2014-06-30 22:06:18,636 INFO                neighbour_mesh:194 |#@# finishMesh, '2014-06-30 22:06:18'
2014-06-30 22:06:18,636 INFO                neighbour_mesh:195 |Resource usage: memory=813.6MB resident=76.3MB stacksize=0.1MB
2014-06-30 22:06:18,636 INFO                neighbour_mesh:195 |#@# sys_platform, linux2
2014-06-30 22:06:18,636 INFO                neighbour_mesh:195 |#@# finishMesh_memory, 813.55859375
2014-06-30 22:06:18,636 INFO                neighbour_mesh:195 |#@# finishMesh_resident, 76.34765625
2014-06-30 22:06:18,637 INFO                neighbour_mesh:195 |#@# finishMesh_stacksize, 0.13671875
2014-06-30 22:06:18,637 CRITICAL            generic_domain:109 |Domain: Expose mesh attributes
2014-06-30 22:06:18,637 CRITICAL            generic_domain:144 |Domain: Expose quantity names and types
2014-06-30 22:06:18,637 CRITICAL            generic_domain:170 |Domain: Build Quantities
2014-06-30 22:06:18,637 CRITICAL            generic_domain:213 |Domain: Set up communication buffers 
2014-06-30 22:06:18,638 CRITICAL            generic_domain:228 |Domain: Set up triangle/node full flags 
2014-06-30 22:06:18,638 CRITICAL            generic_domain:281 |Domain: Set defaults
2014-06-30 22:06:18,638 CRITICAL            generic_domain:336 |Domain: Set work arrays
2014-06-30 22:06:18,638 CRITICAL            generic_domain:352 |Domain: Initialising quantity values
2014-06-30 22:06:18,638 CRITICAL            generic_domain:355 |Domain: Done
2014-06-30 22:06:18,745 CRITICAL            generic_domain:76  |Domain: Initialising
2014-06-30 22:06:18,745 CRITICAL              pmesh2domain:93  |Pmesh_to_Domain: Initialising
2014-06-30 22:06:18,746 CRITICAL              pmesh2domain:103 |Pmesh_to_Domain: Done
2014-06-30 22:06:18,746 CRITICAL              general_mesh:85  |General_mesh: Building basic mesh structure
2014-06-30 22:06:18,746 INFO                  general_mesh:92  |#@# numTriangles, 21
2014-06-30 22:06:18,747 CRITICAL              general_mesh:147 |General_mesh: Computing areas, normals, edgelengths, centroids and radii
2014-06-30 22:06:18,747 CRITICAL              general_mesh:372 |General Mesh: Building inverted triangle structure
2014-06-30 22:06:18,748 INFO                  general_mesh:375 |#@# aoi, '3.02070061828'
2014-06-30 22:06:18,748 CRITICAL            neighbour_mesh:90  |Mesh: Initialising
2014-06-30 22:06:18,748 CRITICAL            neighbour_mesh:160 |Mesh: Building neigbour structure
2014-06-30 22:06:18,748 CRITICAL            neighbour_mesh:164 |Mesh: Building surrogate neigbour structure
2014-06-30 22:06:18,749 CRITICAL            neighbour_mesh:168 |Mesh: Building boundary dictionary
2014-06-30 22:06:18,749 CRITICAL            neighbour_mesh:175 |Mesh: Building tagged elements dictionary
2014-06-30 22:06:18,749 CRITICAL            neighbour_mesh:193 |Mesh: Done
2014-06-30 22:06:18,749 INFO                neighbour_mesh:194 |#@# finishMesh, '2014-06-30 22:06:18'
2014-06-30 22:06:18,749 INFO                neighbour_mesh:195 |Resource usage: memory=813.6MB resident=76.3MB stacksize=0.1MB
2014-06-30 22:06:18,750 INFO                neighbour_mesh:195 |#@# sys_platform, linux2
2014-06-30 22:06:18,750 INFO                neighbour_mesh:195 |#@# finishMesh_memory, 813.55859375
2014-06-30 22:06:18,750 INFO                neighbour_mesh:195 |#@# finishMesh_resident, 76.34765625
2014-06-30 22:06:18,750 INFO                neighbour_mesh:195 |#@# finishMesh_stacksize, 0.13671875
2014-06-30 22:06:18,750 CRITICAL            generic_domain:109 |Domain: Expose mesh attributes
2014-06-30 22:06:18,750 CRITICAL            generic_domain:144 |Domain: Expose quantity names and types
2014-06-30 22:06:18,751 CRITICAL            generic_domain:170 |Domain: Build Quantities
2014-06-30 22:06:18,751 CRITICAL            generic_domain:213 |Domain: Set up communication buffers 
2014-06-30 22:06:18,751 CRITICAL            generic_domain:228 |Domain: Set up triangle/node full flags 
2014-06-30 22:06:18,751 CRITICAL            generic_domain:281 |Domain: Set defaults
2014-06-30 22:06:18,752 CRITICAL            generic_domain:336 |Domain: Set work arrays
2014-06-30 22:06:18,752 CRITICAL            generic_domain:352 |Domain: Initialising quantity values
2014-06-30 22:06:18,752 CRITICAL            generic_domain:355 |Domain: Done
2014-06-30 22:06:18,858 CRITICAL            generic_domain:76  |Domain: Initialising
